TTD Target ID	Target Name	Target Type	Uniprot ID
TTDR00591	MTA/SAH nucleosidase	Discontinued target	P0AF12
TTDR00592	Glycylpeptide N-tetradecanoyltransferase	Research target	P30418
TTDR00593	Nuclear receptor ROR-alpha	Research target	P35398
TTDR00594	Immunogenic protein MPT63/MPB63	Research target	P97175
TTDR00595	Kgp protease	Research target	P96966
TTDR00596	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	Research target	P06968
TTDR00597	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Research target	Q9Y2B2
TTDR00598	Hexose transporter 1	Research target	O97467
TTDR00599	Histidine-rich protein II	Research target	P90582
TTDR00600	Delta-aminolevulinic acid synthetase	Research target	Q27733
TTDR00601	S-adenosyl-L-methionine:C-24 sterol methyl transferase	Research target	Q96WX4
TTDR00602	Haemophilus influenzae NadR protein	Research target	P44308
TTDR00604	Cyclin-dependent kinase 4 inhibitor A	Research target	P42771
TTDR00605	Protein HP59	Research target	Q9NRA2
TTDR00606	Cysteine protease falcipain-2	Research target	Q8I6U5
TTDR00607	Falcipain-3	Research target	Q8IIL0
TTDR00608	Alpha-endosulfine	Research target	O43768
TTDR00609	RNA triphosphatase	Research target	O13297
TTDR00610	Methionine gamma-lyase	Research target	P13254
TTDR00611	Leukocyte common antigen	Clinical trial target	P08575
TTDR00612	Melanin-concentrating hormone receptor 2	Research target	Q969V1
TTDR00613	Mycobacterium tuberculosis 30 kDa major secretory protein	Research target	P31952
TTDR00614	Elongation factor 3	Research target	O93796
TTDR00615	Glutamate--cysteine ligase regulatory subunit	Research target	P48507; Q9UB86
TTDR00617	Xanthine phosphoribosyltransferase	Research target	P20035
TTDR00618	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	Clinical trial target	P07833
TTDR00619	Isocitrate lyase	Research target	P9WKK7
TTDR00620	Voltage-dependent L-type calcium channel alpha-1D subunit	Clinical trial target	Q01668
TTDR00622	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	Research target	P9WPG1
TTDR00623	Glycerol-3-phosphate dehydrogenase [NAD+], cytoplasmic	Research target	P21695
TTDR00624	Methylated-DNA--protein-cysteine methyltransferase	Clinical trial target	P16455
TTDR00625	Homoserine dehydrogenase	Research target	P19582
TTDR00626	Large neutral amino acids transporter small subunit 1	Research target	Q01650
TTDR00627	Cardiac phospholamban	Research target	P26678
TTDR00628	MNN9 protein	Research target	P53697
TTDR00629	CX3C chemokine receptor 1	Research target	P49238
TTDR00630	Prostaglandin E synthase	Clinical trial target	O14684
TTDR00631	Metal-transporter protein PsaA	Research target	P42363
TTDR00633	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	Research target	P9WJJ7
TTDR00634	Fatty acid-binding protein, liver	Clinical trial target	P07148; O45035
TTDR00635	Pyrophosphate-dependent phosphofructokinase	Research target	Q41140
TTDR00636	Laccase	Research target	Q12570
TTDR00637	Triosephosphate isomerase (bacterial)	Research target	Q07412
TTDR00638	DNA polymerase processivity factor	Research target	P10226
TTDR00640	Fructose-bisphosphate aldolase	Research target	P14223
TTDR00641	SH2 containing inositol-5-phosphatase	Research target	O00145
TTDR00642	Endoglin	Research target	P17813
TTDR00644	Suppressor of tumorigenicity 14	Research target	Q9Y5Y6
TTDR00646	Beta 1, 2-Xylosyltransferase	Research target	Q9LDH0
TTDR00650	Alpha 4 beta 7 integrin receptor	Clinical trial target	P13612; P26010
TTDR00651	Integrin alpha-6	Research target	P23229
TTDR00653	Monocarboxylate transporter 1	Research target	P53985
TTDR00654	Protein phosphatase 2C delta isoform	Research target	O15297
TTDR00655	Pyridoxal phosphate biosynthetic protein pdxJ	Research target	P24223
TTDR00656	Myelin-oligodendrocyte glycoprotein	Research target	Q16653
TTDR00657	3-oxoacyl-[acyl-carrier protein] reductase	Research target	Q965D6
TTDR00659	Bis(5'-adenosyl)-triphosphatase	Clinical trial target	P49789
TTDR00661	Aconitate hydratase, mitochondrial	Research target	Q99798
TTDR00662	UDP-glucose 4-epimerase	Research target	Q14376
TTDR00663	60 kDa heat shock protein, mitochondrial	Clinical trial target	P10809
TTDR00666	Penicillin-binding protein 1B	Research target	P02919
TTDR00667	Cyclin-dependent kinase inhibitor 1	Research target	P38936
TTDR00668	Pro-neuregulin-1	Clinical trial target	Q02297 (20-241)
TTDR00669	Focal adhesion kinase	Clinical trial target	Q05397
TTDR00670	Troponin I, cardiac muscle	Research target	P19429
TTDR00673	Prostaglandin E2 receptor, EP1 subtype	Clinical trial target	P34995
TTDR00674	Beta crystallin B1	Research target	P53674
TTDR00676	3-deoxy-manno-octulosonate cytidylyltransferase	Research target	P04951
TTDR00677	Interleukin-13 receptor alpha-2 chain	Clinical trial target	Q14627
TTDR00678	Glycoprotein coupled receptor	Research target	Q910P5
TTDR00679	Alpha-fetoprotein	Clinical trial target	P02771
TTDR00680	2',3'-cyclic nucleotide 3'-phosphodiesterase	Research target	P09543
TTDR00681	Carcinoembryonic antigen-related cell adhesion molecule 5	Clinical trial target	P06731
TTDR00682	Lactadherin	Research target	Q08431
TTDR00683	Tenascin	Clinical trial target	P24821
TTDR00684	Serum paraoxonase/arylesterase 1	Research target	P27169
TTDR00685	Hepatocellular carcinoma-associated protein	Research target	Q8IXA6
TTDR00687	Folate receptor beta	Research target	P14207
TTDR00688	Wilms' tumor protein	Clinical trial target	P19544
TTDR00689	Troponin T, cardiac muscle isoforms	Research target	P45379
TTDR00690	Dihydroneopterin aldolase	Research target	P0AC16
TTDR00691	Dickkopf related protein-1	Research target	O94907
TTDR00692	Bile-salt-activated lipase	Clinical trial target	P19835
TTDR00693	Annexin A10	Research target	Q9UJ72
TTDR00696	ADAMTS-4	Discontinued target	O75173
TTDR00697	ADAMTS-5	Clinical trial target	Q9UNA0
TTDR00698	Platelet endothelial cell adhesion molecule	Research target	P16284
TTDR00699	Integrin alpha-M	Research target	P11215
TTDR00700	DNA fragmentation factor 40 kDa subunit	Research target	O76075
TTDR00701	Immunoglobulin A1 protease	Research target	P42782
TTDR00702	Alkylhydroperoxidase AhpD	Research target	Q57353
TTDR00703	Bacitracin transport ATP-binding protein bcrA	Research target	P42332
TTDR00705	Dystroglycan	Research target	Q14118
TTDR00706	40S ribosomal protein S12	Research target	P25398
TTDR00707	Choriogonadotropin beta chain	Clinical trial target	P01233
TTDR00708	65 kD membrane-associated NADH-fumarate reductase	Research target	Q8ITL2
TTDR00709	Inositol polyphosphate 1-phosphatase	Research target	P49441
TTDR00710	Diphosphoinositol polyphosphate phosphohydrolase 2	Research target	O95989
TTDR00712	Membrane-bound transcription factor site-1 protease	Research target	Q14703
TTDR00713	Beta-catenin	Clinical trial target	P35222
TTDR00714	5T4 ONCOFETAL antigen	Clinical trial target	Q13641
TTDR00716	Farnesyl-protein transferase	Clinical trial target	P49354; P49356
TTDR00717	Serine/threonine protein phosphatase PP1-alpha 1 catalytic subunit	Clinical trial target	P08129
TTDR00720	UPF0090 protein SP0552	Research target	Q97S61
TTDR00721	Methionine aminopeptidase 2	Clinical trial target	Q8SR45; P50579
TTDR00722	L-selectin	Clinical trial target	P14151
TTDR00723	2C-Methyl-D-erythritol 2,4-cyclodiphosphate synthase	Research target	P62368
TTDR00726	Signal peptidase I	Research target	O07344
TTDR00727	Perilipin	Research target	O60240
TTDR00728	Contactin 2	Research target	Q02246
TTDR00730	Mucin 1	Clinical trial target	P15941
TTDR00731	P2Y purinoceptor 6	Research target	Q15077
TTDR00732	Arginase II, mitochondrial	Clinical trial target	P78540
TTDR00733	Transmembrane protease, serine 2	Research target	O15393
TTDR00734	Complement receptor type 1	Clinical trial target	P17927
TTDR00735	Phosphatidylinositol 3-kinase CaVps34p	Research target	Q92213
TTDR00737	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	Research target	O60825
TTDR00738	Human T-cell leukemia virus type-1 proteinase	Research target	Q82443
TTDR00739	Superoxide dismutase [Mn]	Research target	P00448
TTDR00740	Acylamino-acid-releasing enzyme	Research target	P13798
TTDR00741	Signal transduction protein CBL	Research target	P22681
TTDR00742	Membrane copper amine oxidase	Clinical trial target	Q16853
TTDR00743	Cytokine growth-related oncogene-alpha	Research target	P09341
TTDR00744	Trans-acting T-cell specific transcription factor GATA-3	Research target	P23771
TTDR00745	Advanced glycosylation end product-specific receptor	Clinical trial target	Q15109
TTDR00746	Phosphomannomutase/phosphoglucomutase	Research target	P26276
TTDR00747	Flavohemoglobin	Research target	P24232
TTDR00748	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	Research target	P26281
TTDR00750	Melanoma-associated antigen 3	Clinical trial target	P43357
TTDR00751	CD9 antigen	Research target	P21926
TTDR00752	Myelin-associated/oligodendrocyte basic protein	Research target	O35713
TTDR00753	Glucosamine-6-phosphate synthase	Research target	P17169
TTDR00754	Mitotic checkpoint protein	Research target	Q9UNH0
TTDR00755	Metabotropic glutamate receptor 8	Research target	O00222
TTDR00756	Homeobox protein Hox-B13	Research target	Q92826
TTDR00758	Pyruvate:ferredoxin oxidoreductase	Research target	Q968X7
TTDR00759	Xaa-Pro dipeptidase	Research target	P12955
TTDR00761	Subtilisin-like protease	Research target	O61142
TTDR00762	3-dehydroquinate synthase	Research target	P07639
TTDR00763	C-C chemokine receptor type 8	Clinical trial target	P51685
TTDR00764	Haemagglutinin	Research target	O39166
TTDR00765	Tumor-associated calcium signal transducer 1	Clinical trial target	P16422
TTDR00766	Iron-transporter ferric ion-binding protein	Research target	P35755
TTDR00767	Tryparedoxin	Research target	O96438
TTDR00769	Cysteine proteinase	Research target	O91466
TTDR00771	Glycine receptor alpha-1 chain	Clinical trial target	P23415
TTDR00773	Melanoma-associated antigen 4	Research target	P43358
TTDR00774	GMP synthase [glutamine-hydrolyzing]	Research target	P49915
TTDR00775	Gamma crystallin M2	Research target	P48649
TTDR00776	Solute carrier family 2, facilitated glucose transporter, member 4	Clinical trial target	P14672
TTDR00777	Neuropeptide Y	Research target	P01303
TTDR00778	Negative factor	Clinical trial target	P03407
TTDR00779	69 kDa islet cell autoantigen	Research target	Q05084
TTDR00783	Deoxyribonucleoside phosphotransferase	Research target	Q9XZT6
TTDR00784	Aminopeptidase N	Clinical trial target	P15144
TTDR00785	3,4-dihydroxy-2-butanone-4-phosphate synthase	Research target	P0A7J0
TTDR00786	G1/S-specific cyclin E1	Discontinued target	P24864
TTDR00789	Calgranulin A	Research target	P05109
TTDR00790	Calgranulin B	Clinical trial target	P06702
TTDR00792	Growth arrest and DNA-damage-inducible protein GADD45 beta	Research target	O75293
TTDR00793	Zinc finger protein OZF	Research target	Q15072
TTDR00794	Myosin light chain kinase, smooth muscle and non-muscle isozymes	Clinical trial target	Q15746
TTDR00795	Angiopoietin-related protein 4	Discontinued target	Q9BY76
TTDR00796	VDUP1 protein	Research target	Q9H3M7
TTDR00797	Trypanothione synthetase	Research target	Q9GT49
TTDR00799	Adiponectin	Research target	Q15848
TTDR00800	Polyphosphate kinase	Discontinued target	O33127
TTDR00801	Glycine receptor	Clinical trial target	P23415; P23416; O75311; P48167
TTDR00802	Prostaglandin D2 receptor	Clinical trial target	Q13258
TTDR00803	Calgranulin D	Research target	P80511
TTDR00804	Galectin-3	Clinical trial target	P17931
TTDR00805	Choline kinase	Clinical trial target	P35790
TTDR00806	Presynaptic density protein 95	Clinical trial target	P78352
TTDR00807	Cell surface glycoprotein MUC18	Research target	P43121
TTDR00808	Stromal cell-derived factor 1	Clinical trial target	P48061
TTDR00809	DNA mismatch repair protein MSH2	Research target	P43246
TTDR00810	DNA-binding protein inhibitor ID-2	Research target	Q02363
TTDR00811	Estradiol 17 beta-dehydrogenase 4	Research target	P51659
TTDR00812	Myotubularin-related protein 1	Research target	Q13613
TTDR00813	Toll-like receptor 2	Clinical trial target	O60603
TTDR00814	S-phase kinase-associated protein 2	Research target	Q13309
TTDR00815	Growth/differentiation factor 15	Research target	Q99988
TTDR00816	Protease II	Research target	P24555
TTDR00817	Orphan nuclear receptor SHP	Research target	Q15466
TTDR00818	Nucleocapsid protein, NCP7, NC71	Research target	Q9PY17
TTDR00819	Mothers against decapentaplegic homolog 3	Clinical trial target	Q92940
TTDR00820	WNT1 inducible signaling pathway protein 3 variant	Research target	O95389
TTDR00821	Metabotropic glutamate receptor 7	Research target	Q14831
TTDR00822	Cyclin-dependent kinase 6 inhibitor	Research target	P42773
TTDR00823	Growth/differentiation factor 8	Clinical trial target	O14793
TTDR00824	Neuroendocrine convertase 1	Research target	P29120
TTDR00825	Neuroendocrine convertase 2	Research target	P16519
TTDR00826	Histidine kinase	Research target	O74271
TTDR00827	Phosphoribosylaminoimidazole carboxylase	Research target	Q92210
TTDR00828	Deoxyribonuclease I	Research target	P24855
TTDR00829	Fascin	Research target	Q16658
TTDR00830	Vascular endothelial-cadherin	Discontinued target	P33151
TTDR00831	Apolipoprotein(a)	Clinical trial target	P08519
TTDR00832	Olfactory receptor 51E2	Research target	Q9H255
TTDR00833	U6 snRNA-associated Sm-like protein LSm1	Research target	O15116
TTDR00834	ADM	Research target	P35318
TTDR00838	Fatty acid transport protein	Research target	O95186
TTDR00839	Kexin-like serine endoprotease	Research target	Q9UVD0
TTDR00840	Fos-related antigen 1	Research target	P15407
TTDR00841	Elav-like protein 1	Research target	Q15717
TTDR00842	Ets-domain protein elk-3	Research target	P41970
TTDR00843	Elongation factor 2	Research target	Q5A0M4
TTDR00844	Leukosialin	Research target	P16150
TTDR00846	Beta-chimaerin	Research target	P52757
TTDR00847	ADAM 17	Clinical trial target	P78536
TTDR00848	Deoxyhypusine synthase	Research target	P49366
TTDR00849	Lantibiotic mersacidin	Research target	P31120
TTDR00851	Angiotensin converting enzyme-like protein	Research target	Q9NRA7
TTDR00852	Sterol regulatory element binding protein-1	Research target	P36956
TTDR00853	Biphenyl hydrolase-related protein	Research target	Q86WA6
TTDR00854	Membrane-associated lectin type-C	Research target	Q9NNX6
TTDR00855	Interleukin-20	Clinical trial target	Q9NYY1
TTDR00856	Follistatin-related protein 3	Research target	O95633
TTDR00858	Tyrosine-protein kinase itk/tsk	Clinical trial target	Q08881
TTDR00859	Protective antigen	Successful target	P13423
TTDR00860	Mammaglobin A	Research target	Q13296
TTDR00861	Lectin-like oxidized ldl receptor	Research target	P78380
TTDR00862	Aspartate-semialdehyde dehydrogenase	Research target	P23247
TTDR00864	Glutathionylspermidine synthase	Research target	P90518
TTDR00865	UDP-3-O-[3-hydroxymyristoyl] n-acetylglucosamine deacetylase	Clinical trial target	P47205
TTDR00866	Lanosterol synthase	Discontinued target	P48449
TTDR00867	Galanin	Research target	P22466
TTDR00868	Neurogenic locus notch homolog protein 1	Clinical trial target	P46531
TTDR00870	GDP-mannose transporter	Research target	P40107
TTDR00871	Cystathionine gamma-synthase	Research target	P00935
TTDR00873	DNA-repair protein complementing xp-a cells	Research target	P23025
TTDR00874	Dopachrome tautomerase	Research target	P40126
TTDR00875	Hepatoma derived growth factor	Research target	P51858
TTDR00876	Airway trypsin-like protease	Research target	O60235
TTDR00877	Peroxysome proliferator-activated receptor gamma 2	Research target	Q7YRV3
TTDR00878	Makorin 1	Research target	Q9UHC7
TTDR00879	Sorbitol dehydrogenase	Clinical trial target	Q00796
TTDR00880	Acyl-CoA desaturase 1	Research target	P13516
TTDR00883	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta 1	Research target	Q9NQ66
TTDR00884	Tyrosine-protein kinase 6	Research target	Q13882
TTDR00885	Transcription factor E2F2	Research target	Q14209
TTDR00886	Cathepsin B	Discontinued target	P07858
TTDR00887	CASP8 and FADD-like apoptosis regulator	Research target	O15519
TTDR00888	Gremlin	Research target	O60565
TTDR00889	ADAM 33	Research target	Q9BZ11
TTDR00890	Early activation antigen CD69	Research target	Q07108
TTDR00891	Kinase suppressor of ras-1	Research target	Q13476
