TTDID	KEGG pathway ID	KEGG pathway name
TTDNC00372	hsa04810	Regulation of actin cytoskeleton
TTDNC00372	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDNC00372	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDNC00372	hsa05414	Dilated cardiomyopathy
TTDNC00373	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00373	hsa04151	PI3K-Akt signaling pathway
TTDNC00373	hsa04380	Osteoclast differentiation
TTDNC00373	hsa04620	Toll-like receptor signaling pathway
TTDNC00373	hsa04630	Jak-STAT signaling pathway
TTDNC00373	hsa04650	Natural killer cell mediated cytotoxicity
TTDNC00373	hsa05160	Hepatitis C
TTDNC00373	hsa05161	Hepatitis B
TTDNC00373	hsa05162	Measles
TTDNC00373	hsa05164	Influenza A
TTDNC00373	hsa05168	Herpes simplex infection
TTDNC00376	hsa04020	Calcium signaling pathway
TTDNC00376	hsa04080	Neuroactive ligand-receptor interaction
TTDNC00376	hsa04725	Cholinergic synapse
TTDNC00376	hsa05033	Nicotine addiction
TTDNC00376	hsa05204	Chemical carcinogenesis
TTDNC00380	hsa04130	SNARE interactions in vesicular transport
TTDNC00381	hsa04080	Neuroactive ligand-receptor interaction
TTDNC00381	hsa04725	Cholinergic synapse
TTDNC00381	hsa05033	Nicotine addiction
TTDNC00385	hsa04014	Ras signaling pathway
TTDNC00385	hsa04015	Rap1 signaling pathway
TTDNC00385	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00385	hsa04151	PI3K-Akt signaling pathway
TTDNC00385	hsa04510	Focal adhesion
TTDNC00385	hsa04668	TNF signaling pathway
TTDNC00385	hsa05200	Pathways in cancer
TTDNC00387	hsa04024	cAMP signaling pathway
TTDNC00387	hsa04066	HIF-1 signaling pathway
TTDNC00387	hsa04068	FoxO signaling pathway
TTDNC00387	hsa04110	Cell cycle
TTDNC00387	hsa04310	Wnt signaling pathway
TTDNC00387	hsa04330	Notch signaling pathway
TTDNC00387	hsa04350	TGF-beta signaling pathway
TTDNC00387	hsa04520	Adherens junction
TTDNC00387	hsa04630	Jak-STAT signaling pathway
TTDNC00387	hsa04720	Long-term potentiation
TTDNC00387	hsa04916	Melanogenesis
TTDNC00387	hsa04919	Thyroid hormone signaling pathway
TTDNC00387	hsa04922	Glucagon signaling pathway
TTDNC00387	hsa05016	Huntington's disease
TTDNC00387	hsa05152	Tuberculosis
TTDNC00387	hsa05161	Hepatitis B
TTDNC00387	hsa05164	Influenza A
TTDNC00387	hsa05166	HTLV-I infection
TTDNC00387	hsa05168	Herpes simplex infection
TTDNC00387	hsa05169	Epstein-Barr virus infection
TTDNC00387	hsa05200	Pathways in cancer
TTDNC00387	hsa05203	Viral carcinogenesis
TTDNC00387	hsa05206	MicroRNAs in cancer
TTDNC00387	hsa05211	Renal cell carcinoma
TTDNC00387	hsa05215	Prostate cancer
TTDNC00388	hsa00562	Inositol phosphate metabolism
TTDNC00388	hsa04012	ErbB signaling pathway
TTDNC00388	hsa04014	Ras signaling pathway
TTDNC00388	hsa04015	Rap1 signaling pathway
TTDNC00388	hsa04022	cGMP-PKG signaling pathway
TTDNC00388	hsa04024	cAMP signaling pathway
TTDNC00388	hsa04062	Chemokine signaling pathway
TTDNC00388	hsa04066	HIF-1 signaling pathway
TTDNC00388	hsa04068	FoxO signaling pathway
TTDNC00388	hsa04070	Phosphatidylinositol signaling system
TTDNC00388	hsa04071	Sphingolipid signaling pathway
TTDNC00388	hsa04150	mTOR signaling pathway
TTDNC00388	hsa04151	PI3K-Akt signaling pathway
TTDNC00388	hsa04152	AMPK signaling pathway
TTDNC00388	hsa04210	Apoptosis
TTDNC00388	hsa04261	Adrenergic signaling in cardiomyocytes
TTDNC00388	hsa04370	VEGF signaling pathway
TTDNC00388	hsa04380	Osteoclast differentiation
TTDNC00388	hsa04510	Focal adhesion
TTDNC00388	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDNC00388	hsa04611	Platelet activation
TTDNC00388	hsa04620	Toll-like receptor signaling pathway
TTDNC00388	hsa04630	Jak-STAT signaling pathway
TTDNC00388	hsa04650	Natural killer cell mediated cytotoxicity
TTDNC00388	hsa04660	T cell receptor signaling pathway
TTDNC00388	hsa04662	B cell receptor signaling pathway
TTDNC00388	hsa04664	Fc epsilon RI signaling pathway
TTDNC00388	hsa04666	Fc gamma R-mediated phagocytosis
TTDNC00388	hsa04668	TNF signaling pathway
TTDNC00388	hsa04670	Leukocyte transendothelial migration
TTDNC00388	hsa04722	Neurotrophin signaling pathway
TTDNC00388	hsa04725	Cholinergic synapse
TTDNC00388	hsa04750	Inflammatory mediator regulation of TRP channels
TTDNC00388	hsa04810	Regulation of actin cytoskeleton
TTDNC00388	hsa04910	Insulin signaling pathway
TTDNC00388	hsa04914	Progesterone-mediated oocyte maturation
TTDNC00388	hsa04915	Estrogen signaling pathway
TTDNC00388	hsa04917	Prolactin signaling pathway
TTDNC00388	hsa04919	Thyroid hormone signaling pathway
TTDNC00388	hsa04921	Oxytocin signaling pathway
TTDNC00388	hsa04923	Regulation of lipolysis in adipocytes
TTDNC00388	hsa04930	Type II diabetes mellitus
TTDNC00388	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDNC00388	hsa04960	Aldosterone-regulated sodium reabsorption
TTDNC00388	hsa04973	Carbohydrate digestion and absorption
TTDNC00388	hsa05100	Bacterial invasion of epithelial cells
TTDNC00388	hsa05142	Chagas disease (American trypanosomiasis)
TTDNC00388	hsa05145	Toxoplasmosis
TTDNC00388	hsa05146	Amoebiasis
TTDNC00388	hsa05160	Hepatitis C
TTDNC00388	hsa05161	Hepatitis B
TTDNC00388	hsa05162	Measles
TTDNC00388	hsa05164	Influenza A
TTDNC00388	hsa05166	HTLV-I infection
TTDNC00388	hsa05169	Epstein-Barr virus infection
TTDNC00388	hsa05200	Pathways in cancer
TTDNC00388	hsa05203	Viral carcinogenesis
TTDNC00388	hsa05205	Proteoglycans in cancer
TTDNC00388	hsa05206	MicroRNAs in cancer
TTDNC00388	hsa05210	Colorectal cancer
TTDNC00388	hsa05211	Renal cell carcinoma
TTDNC00388	hsa05212	Pancreatic cancer
TTDNC00388	hsa05213	Endometrial cancer
TTDNC00388	hsa05214	Glioma
TTDNC00388	hsa05215	Prostate cancer
TTDNC00388	hsa05218	Melanoma
TTDNC00388	hsa05220	Chronic myeloid leukemia
TTDNC00388	hsa05221	Acute myeloid leukemia
TTDNC00388	hsa05222	Small cell lung cancer
TTDNC00388	hsa05223	Non-small cell lung cancer
TTDNC00388	hsa05230	Central carbon metabolism in cancer
TTDNC00388	hsa05231	Choline metabolism in cancer
TTDNC00389	hsa04010	MAPK signaling pathway
TTDNC00389	hsa04020	Calcium signaling pathway
TTDNC00389	hsa04713	Circadian entrainment
TTDNC00392	hsa05166	HTLV-I infection
TTDNC00393	hsa04151	PI3K-Akt signaling pathway
TTDNC00393	hsa04152	AMPK signaling pathway
TTDNC00393	hsa04922	Glucagon signaling pathway
TTDNC00393	hsa05166	HTLV-I infection
TTDNC00395	hsa04066	HIF-1 signaling pathway
TTDNC00395	hsa04145	Phagosome
TTDNC00395	hsa04380	Osteoclast differentiation
TTDNC00395	hsa04670	Leukocyte transendothelial migration
TTDNC00397	hsa04330	Notch signaling pathway
TTDNC00398	hsa04514	Cell adhesion molecules (CAMs)
TTDNC00400	sce00562	Inositol phosphate metabolism
TTDNC00400	sce01100	Metabolic pathways
TTDNC00400	sce04070	Phosphatidylinositol signaling system
TTDNC00406	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00407	hsa04010	MAPK signaling pathway
TTDNC00407	hsa05206	MicroRNAs in cancer
TTDNC00410	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00410	hsa04640	Hematopoietic cell lineage
TTDNC00410	hsa05200	Pathways in cancer
TTDNC00410	hsa05202	Transcriptional misregulation in cancer
TTDNC00410	hsa05221	Acute myeloid leukemia
TTDNC00410	hsa05230	Central carbon metabolism in cancer
TTDNC00411	hsa04110	Cell cycle
TTDNC00411	hsa05161	Hepatitis B
TTDNC00411	hsa05166	HTLV-I infection
TTDNC00411	hsa05200	Pathways in cancer
TTDNC00411	hsa05206	MicroRNAs in cancer
TTDNC00411	hsa05212	Pancreatic cancer
TTDNC00411	hsa05214	Glioma
TTDNC00411	hsa05215	Prostate cancer
TTDNC00411	hsa05218	Melanoma
TTDNC00411	hsa05219	Bladder cancer
TTDNC00411	hsa05220	Chronic myeloid leukemia
TTDNC00411	hsa05222	Small cell lung cancer
TTDNC00411	hsa05223	Non-small cell lung cancer
TTDNC00412	hsa04380	Osteoclast differentiation
TTDNC00412	hsa04630	Jak-STAT signaling pathway
TTDNC00412	hsa05145	Toxoplasmosis
TTDNC00412	hsa05160	Hepatitis C
TTDNC00412	hsa05162	Measles
TTDNC00412	hsa05164	Influenza A
TTDNC00412	hsa05168	Herpes simplex infection
TTDNC00412	hsa05169	Epstein-Barr virus infection
TTDNC00415	hsa04320	Dorso-ventral axis formation
TTDNC00415	hsa04330	Notch signaling pathway
TTDNC00415	hsa04919	Thyroid hormone signaling pathway
TTDNC00415	hsa05020	Prion diseases
TTDNC00415	hsa05206	MicroRNAs in cancer
TTDNC00419	hsa04014	Ras signaling pathway
TTDNC00419	hsa04015	Rap1 signaling pathway
TTDNC00419	hsa04066	HIF-1 signaling pathway
TTDNC00419	hsa04151	PI3K-Akt signaling pathway
TTDNC00419	hsa05323	Rheumatoid arthritis
TTDNC00420	hsa04012	ErbB signaling pathway
TTDNC00420	hsa04912	GnRH signaling pathway
TTDNC00420	hsa04915	Estrogen signaling pathway
TTDNC00420	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDNC00420	hsa05205	Proteoglycans in cancer
TTDNC00421	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00424	hsa00760	Nicotinate and nicotinamide metabolism
TTDNC00424	hsa01100	Metabolic pathways
TTDNC00424	hsa04020	Calcium signaling pathway
TTDNC00424	hsa04640	Hematopoietic cell lineage
TTDNC00424	hsa04921	Oxytocin signaling pathway
TTDNC00424	hsa04970	Salivary secretion
TTDNC00424	hsa04972	Pancreatic secretion
TTDNC00424	hsa05169	Epstein-Barr virus infection
TTDNC00425	hsa03008	Ribosome biogenesis in eukaryotes
TTDNC00425	hsa04064	NF-kappa B signaling pathway
TTDNC00425	hsa04310	Wnt signaling pathway
TTDNC00425	hsa04520	Adherens junction
TTDNC00425	hsa04530	Tight junction
TTDNC00425	hsa05162	Measles
TTDNC00425	hsa05168	Herpes simplex infection
TTDNC00425	hsa05169	Epstein-Barr virus infection
TTDNC00426	hsa04145	Phagosome
TTDNC00426	hsa04151	PI3K-Akt signaling pathway
TTDNC00426	hsa04510	Focal adhesion
TTDNC00426	hsa04512	ECM-receptor interaction
TTDNC00426	hsa04640	Hematopoietic cell lineage
TTDNC00426	hsa04810	Regulation of actin cytoskeleton
TTDNC00426	hsa05100	Bacterial invasion of epithelial cells
TTDNC00426	hsa05131	Shigellosis
TTDNC00426	hsa05133	Pertussis
TTDNC00426	hsa05205	Proteoglycans in cancer
TTDNC00426	hsa05206	MicroRNAs in cancer
TTDNC00426	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDNC00426	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDNC00426	hsa05414	Dilated cardiomyopathy
TTDNC00427	hsa04750	Inflammatory mediator regulation of TRP channels
TTDNC00433	hsa00562	Inositol phosphate metabolism
TTDNC00433	hsa01100	Metabolic pathways
TTDNC00433	hsa04070	Phosphatidylinositol signaling system
TTDNC00437	hsa03022	Basal transcription factors
TTDNC00441	hsa04973	Carbohydrate digestion and absorption
TTDNC00441	hsa04976	Bile secretion
TTDNC00441	hsa04978	Mineral absorption
TTDNC00442	hsa04976	Bile secretion
TTDNC00444	hsa00561	Glycerolipid metabolism
TTDNC00444	hsa00564	Glycerophospholipid metabolism
TTDNC00444	hsa01100	Metabolic pathways
TTDNC00444	hsa04975	Fat digestion and absorption
TTDNC00446	hsa04520	Adherens junction
TTDNC00447	hsa04014	Ras signaling pathway
TTDNC00447	hsa04015	Rap1 signaling pathway
TTDNC00447	hsa04066	HIF-1 signaling pathway
TTDNC00447	hsa04151	PI3K-Akt signaling pathway
TTDNC00447	hsa05323	Rheumatoid arthritis
TTDNC00448	hsa04142	Lysosome
TTDNC00448	hsa04614	Renin-angiotensin system
TTDNC00454	hsa04024	cAMP signaling pathway
TTDNC00454	hsa04080	Neuroactive ligand-receptor interaction
TTDNC00454	hsa04726	Serotonergic synapse
TTDNC00456	hsa00230	Purine metabolism
TTDNC00456	hsa05032	Morphine addiction
TTDNC00460	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00460	hsa04630	Jak-STAT signaling pathway
TTDNC00461	hsa04310	Wnt signaling pathway
TTDNC00462	hsa04080	Neuroactive ligand-receptor interaction
TTDNC00462	hsa04270	Vascular smooth muscle contraction
TTDNC00463	hsa04514	Cell adhesion molecules (CAMs)
TTDNC00463	hsa04672	Intestinal immune network for IgA production
TTDNC00464	hsa04145	Phagosome
TTDNC00464	hsa04380	Osteoclast differentiation
TTDNC00464	hsa04662	B cell receptor signaling pathway
TTDNC00464	hsa04666	Fc gamma R-mediated phagocytosis
TTDNC00464	hsa05150	Staphylococcus aureus infection
TTDNC00464	hsa05152	Tuberculosis
TTDNC00464	hsa05162	Measles
TTDNC00468	hsa04514	Cell adhesion molecules (CAMs)
TTDNC00474	hsa04610	Complement and coagulation cascades
TTDNC00474	hsa05020	Prion diseases
TTDNC00474	hsa05133	Pertussis
TTDNC00474	hsa05150	Staphylococcus aureus infection
TTDNC00474	hsa05168	Herpes simplex infection
TTDNC00474	hsa05322	Systemic lupus erythematosus
TTDNC00475	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00475	hsa04630	Jak-STAT signaling pathway
TTDNC00484	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00485	hsa04024	cAMP signaling pathway
TTDNC00485	hsa04911	Insulin secretion
TTDNC00486	hsa04610	Complement and coagulation cascades
TTDNC00486	hsa04972	Pancreatic secretion
TTDNC00486	hsa04974	Protein digestion and absorption
TTDNC00489	hsa04514	Cell adhesion molecules (CAMs)
TTDNC00489	hsa04660	T cell receptor signaling pathway
TTDNC00490	hsa04012	ErbB signaling pathway
TTDNC00490	hsa04020	Calcium signaling pathway
TTDNC00490	hsa04144	Endocytosis
TTDNC00490	hsa05205	Proteoglycans in cancer
TTDNC00492	hsa00310	Lysine degradation
TTDNC00492	hsa05202	Transcriptional misregulation in cancer
TTDNC00497	hsa04310	Wnt signaling pathway
TTDNC00498	hsa04630	Jak-STAT signaling pathway
TTDNC00498	hsa05206	MicroRNAs in cancer
TTDNC00498	hsa05221	Acute myeloid leukemia
TTDNC00499	hsa04978	Mineral absorption
TTDNC00502	hsa04010	MAPK signaling pathway
TTDNC00502	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00502	hsa04064	NF-kappa B signaling pathway
TTDNC00502	hsa04071	Sphingolipid signaling pathway
TTDNC00502	hsa04210	Apoptosis
TTDNC00502	hsa04380	Osteoclast differentiation
TTDNC00502	hsa04668	TNF signaling pathway
TTDNC00502	hsa04920	Adipocytokine signaling pathway
TTDNC00502	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDNC00502	hsa05010	Alzheimer's disease
TTDNC00502	hsa05014	Amyotrophic lateral sclerosis (ALS)
TTDNC00502	hsa05142	Chagas disease (American trypanosomiasis)
TTDNC00502	hsa05145	Toxoplasmosis
TTDNC00502	hsa05152	Tuberculosis
TTDNC00502	hsa05160	Hepatitis C
TTDNC00502	hsa05164	Influenza A
TTDNC00502	hsa05166	HTLV-I infection
TTDNC00502	hsa05168	Herpes simplex infection
TTDNC00504	hsa04640	Hematopoietic cell lineage
TTDNC00504	hsa04660	T cell receptor signaling pathway
TTDNC00504	hsa05142	Chagas disease (American trypanosomiasis)
TTDNC00504	hsa05162	Measles
TTDNC00504	hsa05166	HTLV-I infection
TTDNC00506	hsa04973	Carbohydrate digestion and absorption
TTDNC00506	hsa04976	Bile secretion
TTDNC00506	hsa04978	Mineral absorption
TTDNC00511	hsa00230	Purine metabolism
TTDNC00511	hsa04024	cAMP signaling pathway
TTDNC00511	hsa05032	Morphine addiction
TTDNC00512	hsa00565	Ether lipid metabolism
TTDNC00512	hsa01100	Metabolic pathways
TTDNC00512	hsa01130	Biosynthesis of antibiotics
TTDNC00515	hsa04080	Neuroactive ligand-receptor interaction
TTDNC00518	hsa04080	Neuroactive ligand-receptor interaction
TTDNC00518	hsa04610	Complement and coagulation cascades
TTDNC00518	hsa05150	Staphylococcus aureus infection
TTDNC00520	hsa04612	Antigen processing and presentation
TTDNC00520	hsa04650	Natural killer cell mediated cytotoxicity
TTDNC00520	hsa05332	Graft-versus-host disease
TTDNC00527	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00527	hsa04062	Chemokine signaling pathway
TTDNC00527	hsa04144	Endocytosis
TTDNC00527	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
TTDNC00532	hsa04978	Mineral absorption
TTDNC00539	hsa04010	MAPK signaling pathway
TTDNC00539	hsa04014	Ras signaling pathway
TTDNC00539	hsa04015	Rap1 signaling pathway
TTDNC00539	hsa04144	Endocytosis
TTDNC00539	hsa04151	PI3K-Akt signaling pathway
TTDNC00539	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDNC00539	hsa04810	Regulation of actin cytoskeleton
TTDNC00539	hsa05200	Pathways in cancer
TTDNC00539	hsa05206	MicroRNAs in cancer
TTDNC00539	hsa05219	Bladder cancer
TTDNC00539	hsa05230	Central carbon metabolism in cancer
TTDNC00540	hsa04640	Hematopoietic cell lineage
TTDNC00542	hsa05034	Alcoholism
TTDNC00542	hsa05203	Viral carcinogenesis
TTDNC00553	hsa04062	Chemokine signaling pathway
TTDNC00553	hsa04270	Vascular smooth muscle contraction
TTDNC00553	hsa04530	Tight junction
TTDNC00553	hsa04664	Fc epsilon RI signaling pathway
TTDNC00553	hsa04666	Fc gamma R-mediated phagocytosis
TTDNC00553	hsa04722	Neurotrophin signaling pathway
TTDNC00553	hsa04750	Inflammatory mediator regulation of TRP channels
TTDNC00553	hsa04912	GnRH signaling pathway
TTDNC00553	hsa04915	Estrogen signaling pathway
TTDNC00553	hsa04930	Type II diabetes mellitus
TTDNC00569	hsa00250	Alanine, aspartate and glutamate metabolism
TTDNC00569	hsa01100	Metabolic pathways
TTDNC00569	hsa04977	Vitamin digestion and absorption
TTDNC00572	hsa00140	Steroid hormone biosynthesis
TTDNC00572	hsa01100	Metabolic pathways
TTDNC00574	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00574	hsa04062	Chemokine signaling pathway
TTDNC00576	hsa04014	Ras signaling pathway
TTDNC00576	hsa04015	Rap1 signaling pathway
TTDNC00576	hsa04022	cGMP-PKG signaling pathway
TTDNC00576	hsa04066	HIF-1 signaling pathway
TTDNC00576	hsa04068	FoxO signaling pathway
TTDNC00576	hsa04114	Oocyte meiosis
TTDNC00576	hsa04140	Regulation of autophagy
TTDNC00576	hsa04150	mTOR signaling pathway
TTDNC00576	hsa04151	PI3K-Akt signaling pathway
TTDNC00576	hsa04152	AMPK signaling pathway
TTDNC00576	hsa04810	Regulation of actin cytoskeleton
TTDNC00576	hsa04910	Insulin signaling pathway
TTDNC00576	hsa04911	Insulin secretion
TTDNC00576	hsa04913	Ovarian steroidogenesis
TTDNC00576	hsa04914	Progesterone-mediated oocyte maturation
TTDNC00576	hsa04917	Prolactin signaling pathway
TTDNC00576	hsa04930	Type II diabetes mellitus
TTDNC00576	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
TTDNC00576	hsa04940	Type I diabetes mellitus
TTDNC00576	hsa04950	Maturity onset diabetes of the young
TTDNC00576	hsa04960	Aldosterone-regulated sodium reabsorption
TTDNC00576	hsa05215	Prostate cancer
TTDNC00577	hsa04974	Protein digestion and absorption
TTDNC00578	hsa04973	Carbohydrate digestion and absorption
TTDNC00578	hsa04976	Bile secretion
TTDNC00578	hsa04978	Mineral absorption
TTDNC00581	hsa04975	Fat digestion and absorption
TTDNC00584	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00584	hsa04151	PI3K-Akt signaling pathway
TTDNC00584	hsa04630	Jak-STAT signaling pathway
TTDNC00584	hsa04640	Hematopoietic cell lineage
TTDNC00585	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00586	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDNC00586	hsa05414	Dilated cardiomyopathy
TTDNC00589	hsa04151	PI3K-Akt signaling pathway
TTDNC00589	hsa04510	Focal adhesion
TTDNC00589	hsa04512	ECM-receptor interaction
TTDNC00589	hsa04514	Cell adhesion molecules (CAMs)
TTDNC00589	hsa04640	Hematopoietic cell lineage
TTDNC00589	hsa04670	Leukocyte transendothelial migration
TTDNC00589	hsa04672	Intestinal immune network for IgA production
TTDNC00589	hsa04810	Regulation of actin cytoskeleton
TTDNC00589	hsa05140	Leishmaniasis
TTDNC00589	hsa05410	Hypertrophic cardiomyopathy (HCM)
TTDNC00589	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
TTDNC00589	hsa05414	Dilated cardiomyopathy
TTDNC00597	hsa00270	Cysteine and methionine metabolism
TTDNC00597	hsa01100	Metabolic pathways
TTDNC00597	hsa05206	MicroRNAs in cancer
TTDNC00602	hsa04614	Renin-angiotensin system
TTDNC00602	hsa04974	Protein digestion and absorption
TTDNC00604	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00604	hsa04210	Apoptosis
TTDNC00604	hsa04650	Natural killer cell mediated cytotoxicity
TTDNC00604	hsa05162	Measles
TTDNC00604	hsa05164	Influenza A
TTDNC00608	hsa04060	Cytokine-cytokine receptor interaction
TTDNC00608	hsa04062	Chemokine signaling pathway
TTDNC00613	hsa04010	MAPK signaling pathway
TTDNC00613	hsa04012	ErbB signaling pathway
TTDNC00613	hsa04014	Ras signaling pathway
TTDNC00613	hsa04015	Rap1 signaling pathway
TTDNC00613	hsa04022	cGMP-PKG signaling pathway
TTDNC00613	hsa04024	cAMP signaling pathway
TTDNC00613	hsa04066	HIF-1 signaling pathway
TTDNC00613	hsa04068	FoxO signaling pathway
TTDNC00613	hsa04071	Sphingolipid signaling pathway
TTDNC00613	hsa04151	PI3K-Akt signaling pathway
TTDNC00613	hsa04270	Vascular smooth muscle contraction
TTDNC00613	hsa04370	VEGF signaling pathway
TTDNC00613	hsa04540	Gap junction
TTDNC00613	hsa04550	Signaling pathways regulating pluripotency of stem cells
TTDNC00613	hsa04620	Toll-like receptor signaling pathway
TTDNC00613	hsa04650	Natural killer cell mediated cytotoxicity
TTDNC00613	hsa04660	T cell receptor signaling pathway
TTDNC00613	hsa04662	B cell receptor signaling pathway
