TTDID	WiKi pathway ID	WiKi pathway name
TTDI02663	WP2359	Parkin-Ubiquitin Proteasomal System pathway
TTDI02663	WP2371	Parkinsons Disease Pathway
TTDI02663	WP2858	Ectoderm Differentiation
TTDI02666	WP1775	Cell Cycle Checkpoints
TTDI02666	WP179	Cell Cycle
TTDI02666	WP1815	Factors involved in megakaryocyte development and platelet production
TTDI02666	WP1858	Mitotic G1-G1/S phases
TTDI02666	WP1859	Mitotic G2-G2/M phases
TTDI02666	WP1984	Integrated Breast Cancer Pathway
TTDI02666	WP2446	Retinoblastoma (RB) in Cancer
TTDI02666	WP2772	S Phase
TTDI02666	WP45	G1 to S cell cycle control
TTDI02667	WP2007	Iron metabolism in placenta
TTDI02675	WP2799	Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
TTDI02675	WP289	Myometrial Relaxation and Contraction Pathways
TTDI02676	WP2799	Regulation of Insulin-like Growth Factor (IGF) Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
TTDI02676	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDI02676	WP2877	Vitamin D Receptor Pathway
TTDI02676	WP289	Myometrial Relaxation and Contraction Pathways
TTDI02676	WP615	Senescence and Autophagy in Cancer
TTDI02677	WP1818	Formation of Fibrin Clot (Clotting Cascade)
TTDI02677	WP272	Blood Clotting Cascade
TTDI02677	WP2806	Human Complement System
TTDI02677	WP558	Complement and Coagulation Cascades
TTDI02678	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDI02678	WP1559	TFs Regulate miRNAs related to cardiac hypertrophy
TTDI02678	WP179	Cell Cycle
TTDI02678	WP2328	Allograft Rejection
TTDI02678	WP2332	Interleukin-11 Signaling Pathway
TTDI02678	WP2355	Corticotropin-releasing hormone
TTDI02678	WP236	Adipogenesis
TTDI02678	WP2377	Integrated Pancreatic Cancer Pathway
TTDI02678	WP2406	Cardiac Progenitor Differentiation
TTDI02678	WP2431	Spinal Cord Injury
TTDI02678	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
TTDI02678	WP2666	Elastic fibre formation
TTDI02678	WP2703	Extracellular matrix organization
TTDI02678	WP2742	Signaling by TGF-beta Receptor Complex
TTDI02678	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
TTDI02678	WP2771	Host Interactions with Influenza Factors
TTDI02678	WP2787	Syndecan interactions
TTDI02678	WP2795	Cardiac Hypertrophic Response
TTDI02678	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDI02678	WP2848	Differentiation Pathway
TTDI02678	WP2849	Hematopoietic Stem Cell Differentiation
TTDI02678	WP2853	Endoderm Differentiation
TTDI02678	WP2855	Dopaminergic Neurogenesis
TTDI02678	WP286	IL-3 Signaling Pathway
TTDI02678	WP2870	Extracellular vesicle-mediated signaling in recipient cells
TTDI02678	WP2873	Aryl Hydrocarbon Receptor Pathway
TTDI02678	WP2877	Vitamin D Receptor Pathway
TTDI02678	WP2882	Nuclear Receptors Meta-Pathway
TTDI02678	WP2884	NRF2 pathway
TTDI02678	WP366	TGF beta Signaling Pathway
TTDI02678	WP382	MAPK Signaling Pathway
TTDI02678	WP474	Endochondral Ossification
TTDI02678	WP530	Cytokines and Inflammatory Response
TTDI02678	WP554	ACE Inhibitor Pathway
TTDI02678	WP560	TGF Beta Signaling Pathway
TTDI02678	WP615	Senescence and Autophagy in Cancer
TTDI02678	WP69	TCR Signaling Pathway
TTDI02678	WP710	DNA Damage Response (only ATM dependent)
TTDI02680	WP1495	Glycine Metabolism
TTDI02680	WP1533	Vitamin B12 Metabolism
TTDI02680	WP1589	Folate-Alcohol and Cancer Pathway
TTDI02680	WP15	Selenium Micronutrient Network
TTDI02680	WP1601	Fluoropyrimidine Activity
TTDI02680	WP176	Folate Metabolism
TTDI02680	WP1857	Metabolism of water-soluble vitamins and cofactors
TTDI02680	WP2190	One carbon donor
TTDI02680	WP241	One Carbon Metabolism
TTDI02680	WP2525	Trans-sulfuration and one carbon metabolism
TTDI02681	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDI02681	WP2328	Allograft Rejection
TTDI02681	WP453	Inflammatory Response Pathway
TTDI02684	WP127	IL-5 Signaling Pathway
TTDI02684	WP1794	Cell surface interactions at the vascular wall
TTDI02684	WP1866	NCAM signaling for neurite out-growth
TTDI02684	WP1873	NGF signalling via TRKA from the plasma membrane
TTDI02684	WP1910	Signaling by EGFR
TTDI02684	WP1911	Signaling by FGFR
TTDI02684	WP1913	Signaling by Insulin receptor
TTDI02684	WP1916	Signaling by PDGF
TTDI02684	WP1984	Integrated Breast Cancer Pathway
TTDI02684	WP2002	miR-targeted genes in epithelium - TarBase
TTDI02684	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDI02684	WP2005	miR-targeted genes in muscle cell - TarBase
TTDI02684	WP2261	Signaling Pathways in Glioblastoma
TTDI02684	WP2290	RalA downstream regulated genes
TTDI02684	WP231	TNF alpha Signaling Pathway
TTDI02684	WP2374	Oncostatin M Signaling Pathway
TTDI02684	WP2377	Integrated Pancreatic Cancer Pathway
TTDI02684	WP2586	Aryl Hydrocarbon Receptor
TTDI02684	WP2643	Nanoparticle-mediated activation of receptor signaling
TTDI02684	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDI02684	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDI02684	WP2694	DAP12 interactions
TTDI02684	WP2713	Signaling by SCF-KIT
TTDI02684	WP2735	RAF/MAP kinase cascade
TTDI02684	WP2746	Signaling by the B Cell Receptor (BCR)
TTDI02684	WP2759	Fc epsilon receptor (FCERI) signaling
TTDI02684	WP2780	Signaling by ERBB2
TTDI02684	WP2781	Signaling by ERBB4
TTDI02684	WP2870	Extracellular vesicle-mediated signaling in recipient cells
TTDI02684	WP35	G Protein Signaling Pathways
TTDI02684	WP382	MAPK Signaling Pathway
TTDI02684	WP422	MAPK Cascade
TTDI02684	WP437	EGF/EGFR Signaling Pathway
TTDI02684	WP51	Regulation of Actin Cytoskeleton
TTDI02684	WP673	ErbB Signaling Pathway
TTDI02684	WP710	DNA Damage Response (only ATM dependent)
TTDI02684	WP732	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
TTDI02685	WP1591	Heart Development
TTDI02685	WP2005	miR-targeted genes in muscle cell - TarBase
TTDI02685	WP2261	Signaling Pathways in Glioblastoma
TTDI02685	WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer
TTDI02685	WP673	ErbB Signaling Pathway
TTDI02686	WP395	IL-4 Signaling Pathway
TTDI02686	WP453	Inflammatory Response Pathway
TTDNC00348	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
TTDNC00348	WP195	IL-1 signaling pathway
TTDNC00348	WP231	TNF alpha Signaling Pathway
TTDNC00348	WP2380	BDNF signaling pathway
TTDNC00348	WP2526	PDGF Pathway
TTDNC00348	WP254	Apoptosis
TTDNC00348	WP2571	Polycystic Kidney Disease Pathway
TTDNC00348	WP2637	Structural Pathway of Interleukin 1 (IL-1)
TTDNC00348	WP2759	Fc epsilon receptor (FCERI) signaling
TTDNC00348	WP2761	MyD88:Mal cascade initiated on plasma membrane
TTDNC00348	WP2768	MyD88 dependent cascade initiated on endosome
TTDNC00348	WP2795	Cardiac Hypertrophic Response
TTDNC00348	WP2801	MyD88 cascade initiated on plasma membrane
TTDNC00348	WP314	FAS pathway and Stress induction of HSP regulation
TTDNC00348	WP382	MAPK Signaling Pathway
TTDNC00348	WP384	Apoptosis Modulation by HSP70
TTDNC00348	WP400	p38 MAPK Signaling Pathway
TTDNC00348	WP422	MAPK Cascade
TTDNC00348	WP437	EGF/EGFR Signaling Pathway
TTDNC00348	WP481	Insulin Signaling
TTDNC00348	WP585	Interferon type I signaling pathways
TTDNC00348	WP710	DNA Damage Response (only ATM dependent)
TTDNC00348	WP722	Serotonin HTR1 Group and FOS Pathway
TTDNC00370	WP2406	Cardiac Progenitor Differentiation
TTDNC00370	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
TTDNC00370	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDNC00370	WP2848	Differentiation Pathway
TTDNC00370	WP2853	Endoderm Differentiation
TTDNC00370	WP2857	Mesodermal Commitment Pathway
TTDNC00371	WP2328	Allograft Rejection
TTDNC00372	WP1833	Integrin cell surface interactions
TTDNC00372	WP1843	L1CAM interactions
TTDNC00372	WP185	Integrin-mediated Cell Adhesion
TTDNC00372	WP1864	Muscle contraction
TTDNC00372	WP1883	Platelet Adhesion to exposed collagen
TTDNC00372	WP1907	Semaphorin interactions
TTDNC00372	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
TTDNC00372	WP2643	Nanoparticle-mediated activation of receptor signaling
TTDNC00372	WP2911	miRNA targets in ECM and membrane receptors
TTDNC00372	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDNC00372	WP51	Regulation of Actin Cytoskeleton
TTDNC00373	WP12	Osteoclast Signaling
TTDNC00373	WP1449	Regulation of toll-like receptor signaling pathway
TTDNC00373	WP1835	Interferon alpha/beta signaling
TTDNC00373	WP585	Interferon type I signaling pathways
TTDNC00373	WP75	Toll-like receptor signaling pathway
TTDNC00376	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDNC00376	WP706	SIDS Susceptibility Pathways
TTDNC00380	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDNC00380	WP2005	miR-targeted genes in muscle cell - TarBase
TTDNC00380	WP2006	miR-targeted genes in squamous cell - TarBase
TTDNC00381	WP1602	Nicotine Activity on Dopaminergic Neurons
TTDNC00381	WP2754	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell
TTDNC00381	WP706	SIDS Susceptibility Pathways
TTDNC00385	WP1591	Heart Development
TTDNC00385	WP1919	Signaling by VEGF
TTDNC00385	WP306	Focal Adhesion
TTDNC00387	WP138	Androgen receptor signaling pathway
TTDNC00387	WP1539	Angiogenesis
TTDNC00387	WP1797	Circadian Clock
TTDNC00387	WP1815	Factors involved in megakaryocyte development and platelet production
TTDNC00387	WP1822	Generic Transcription Pathway
TTDNC00387	WP1904	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
TTDNC00387	WP231	TNF alpha Signaling Pathway
TTDNC00387	WP2377	Integrated Pancreatic Cancer Pathway
TTDNC00387	WP268	Notch Signaling Pathway
TTDNC00387	WP2706	Activation of Gene Expression by SREBP (SREBF)
TTDNC00387	WP2720	Signaling by NOTCH1
TTDNC00387	WP2727	Regulation of Hypoxia-inducible Factor (HIF) by Oxygen
TTDNC00387	WP2738	YAP1- and WWTR1 (TAZ)-stimulated gene expression
TTDNC00387	WP2751	Transcriptional Regulation of White Adipocyte Differentiation
TTDNC00387	WP2786	Pre-NOTCH Expression and Processing
TTDNC00387	WP2794	Cytosolic sensors of pathogen-associated DNA
TTDNC00387	WP2797	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)
TTDNC00387	WP364	IL-6 signaling pathway
TTDNC00387	WP366	TGF beta Signaling Pathway
TTDNC00387	WP399	Wnt Signaling Pathway and Pluripotency
TTDNC00387	WP560	TGF Beta Signaling Pathway
TTDNC00387	WP706	SIDS Susceptibility Pathways
TTDNC00388	WP1403	AMPK Signaling
TTDNC00388	WP1449	Regulation of toll-like receptor signaling pathway
TTDNC00388	WP1539	Angiogenesis
TTDNC00388	WP1544	MicroRNAs in cardiomyocyte hypertrophy
TTDNC00388	WP1794	Cell surface interactions at the vascular wall
TTDNC00388	WP1799	Costimulation by the CD28 family
TTDNC00388	WP1824	GPCR downstream signaling
TTDNC00388	WP1826	GPVI-mediated activation cascade
TTDNC00388	WP1840	Interleukin-3, 5 and GM-CSF signaling
TTDNC00388	WP1867	Nephrin interactions
TTDNC00388	WP1873	NGF signalling via TRKA from the plasma membrane
TTDNC00388	WP1910	Signaling by EGFR
TTDNC00388	WP1911	Signaling by FGFR
TTDNC00388	WP1913	Signaling by Insulin receptor
TTDNC00388	WP1916	Signaling by PDGF
TTDNC00388	WP1927	TCR signaling
TTDNC00388	WP1982	SREBP signalling
TTDNC00388	WP2032	TSH signaling pathway
TTDNC00388	WP2038	Regulation of Microtubule Cytoskeleton
TTDNC00388	WP2203	TSLP Signaling Pathway
TTDNC00388	WP2261	Signaling Pathways in Glioblastoma
TTDNC00388	WP2263	Prostate Cancer
TTDNC00388	WP2377	Integrated Pancreatic Cancer Pathway
TTDNC00388	WP2653	PIP3 activates AKT signaling
TTDNC00388	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDNC00388	WP2677	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)
TTDNC00388	WP2694	DAP12 interactions
TTDNC00388	WP2713	Signaling by SCF-KIT
TTDNC00388	WP2719	Fcgamma receptor (FCGR) dependent phagocytosis
TTDNC00388	WP2732	Interleukin-2 signaling
TTDNC00388	WP2747	PI Metabolism
TTDNC00388	WP2759	Fc epsilon receptor (FCERI) signaling
TTDNC00388	WP2780	Signaling by ERBB2
TTDNC00388	WP2781	Signaling by ERBB4
TTDNC00388	WP2865	IL1 and megakaryotyces in obesity
TTDNC00388	WP306	Focal Adhesion
TTDNC00388	WP313	Signaling of Hepatocyte Growth Factor Receptor
TTDNC00388	WP3286	Copper homeostasis
TTDNC00388	WP395	IL-4 Signaling Pathway
TTDNC00388	WP3	Transcriptional activation by NRF2
TTDNC00388	WP481	Insulin Signaling
TTDNC00388	WP51	Regulation of Actin Cytoskeleton
TTDNC00388	WP524	G13 Signaling Pathway
TTDNC00388	WP710	DNA Damage Response (only ATM dependent)
TTDNC00388	WP712	Estrogen signaling pathway
TTDNC00388	WP722	Serotonin HTR1 Group and FOS Pathway
TTDNC00388	WP75	Toll-like receptor signaling pathway
TTDNC00389	WP1866	NCAM signaling for neurite out-growth
TTDNC00389	WP2355	Corticotropin-releasing hormone
TTDNC00392	WP2380	BDNF signaling pathway
TTDNC00392	WP2853	Endoderm Differentiation
TTDNC00392	WP2857	Mesodermal Commitment Pathway
TTDNC00393	WP1403	AMPK Signaling
TTDNC00395	WP231	TNF alpha Signaling Pathway
TTDNC00395	WP2877	Vitamin D Receptor Pathway
TTDNC00397	WP2064	Neural Crest Differentiation
TTDNC00397	WP268	Notch Signaling Pathway
TTDNC00397	WP2718	Signaling by NOTCH2
TTDNC00397	WP2720	Signaling by NOTCH1
TTDNC00397	WP2721	Signaling by NOTCH4
TTDNC00397	WP2722	Signaling by NOTCH3
TTDNC00397	WP61	Notch Signaling Pathway
TTDNC00406	WP69	TCR Signaling Pathway
TTDNC00407	WP2038	Regulation of Microtubule Cytoskeleton
TTDNC00407	WP2377	Integrated Pancreatic Cancer Pathway
TTDNC00407	WP2446	Retinoblastoma (RB) in Cancer
TTDNC00407	WP382	MAPK Signaling Pathway
TTDNC00407	WP437	EGF/EGFR Signaling Pathway
TTDNC00408	WP3286	Copper homeostasis
TTDNC00411	WP1530	miRNA Regulation of DNA Damage Response
TTDNC00411	WP1545	miRNAs involved in DNA damage response
TTDNC00411	WP179	Cell Cycle
TTDNC00411	WP1841	Intrinsic Pathway for Apoptosis
TTDNC00411	WP1858	Mitotic G1-G1/S phases
TTDNC00411	WP1859	Mitotic G2-G2/M phases
TTDNC00411	WP1971	Integrated Cancer pathway
TTDNC00411	WP1984	Integrated Breast Cancer Pathway
TTDNC00411	WP2002	miR-targeted genes in epithelium - TarBase
TTDNC00411	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDNC00411	WP2005	miR-targeted genes in muscle cell - TarBase
TTDNC00411	WP2032	TSH signaling pathway
TTDNC00411	WP2261	Signaling Pathways in Glioblastoma
TTDNC00411	WP2263	Prostate Cancer
TTDNC00411	WP236	Adipogenesis
TTDNC00411	WP2377	Integrated Pancreatic Cancer Pathway
TTDNC00411	WP2431	Spinal Cord Injury
TTDNC00411	WP2446	Retinoblastoma (RB) in Cancer
TTDNC00411	WP2586	Aryl Hydrocarbon Receptor
TTDNC00411	WP2786	Pre-NOTCH Expression and Processing
TTDNC00411	WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)
TTDNC00411	WP2828	Bladder Cancer
TTDNC00411	WP437	EGF/EGFR Signaling Pathway
TTDNC00411	WP45	G1 to S cell cycle control
TTDNC00411	WP615	Senescence and Autophagy in Cancer
TTDNC00411	WP707	DNA Damage Response
TTDNC00412	WP1835	Interferon alpha/beta signaling
TTDNC00412	WP2113	Type III interferon signaling
TTDNC00412	WP2332	Interleukin-11 Signaling Pathway
TTDNC00412	WP2374	Oncostatin M Signaling Pathway
TTDNC00412	WP364	IL-6 signaling pathway
TTDNC00412	WP395	IL-4 Signaling Pathway
TTDNC00412	WP585	Interferon type I signaling pathways
TTDNC00415	WP1591	Heart Development
TTDNC00415	WP1822	Generic Transcription Pathway
TTDNC00415	WP1897	Regulation of beta-cell development
TTDNC00415	WP2002	miR-targeted genes in epithelium - TarBase
TTDNC00415	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDNC00415	WP2005	miR-targeted genes in muscle cell - TarBase
TTDNC00415	WP2064	Neural Crest Differentiation
TTDNC00415	WP2361	Gastric Cancer Network 1
TTDNC00415	WP2406	Cardiac Progenitor Differentiation
TTDNC00415	WP2572	Primary Focal Segmental Glomerulosclerosis FSGS
TTDNC00415	WP268	Notch Signaling Pathway
TTDNC00415	WP2720	Signaling by NOTCH1
TTDNC00415	WP2786	Pre-NOTCH Expression and Processing
TTDNC00415	WP2840	Hair Follicle Development: Cytodifferentiation (Part 3 of 3)
TTDNC00415	WP2848	Differentiation Pathway
TTDNC00415	WP2849	Hematopoietic Stem Cell Differentiation
TTDNC00415	WP2853	Endoderm Differentiation
TTDNC00415	WP2854	Gene regulatory network modelling somitogenesis
TTDNC00415	WP61	Notch Signaling Pathway
TTDNC00419	WP1539	Angiogenesis
TTDNC00419	WP1794	Cell surface interactions at the vascular wall
TTDNC00420	WP2653	PIP3 activates AKT signaling
TTDNC00420	WP2664	Gastrin-CREB signalling pathway via PKC and MAPK
TTDNC00420	WP2780	Signaling by ERBB2
TTDNC00420	WP2781	Signaling by ERBB4
TTDNC00420	WP2865	IL1 and megakaryotyces in obesity
TTDNC00420	WP2882	Nuclear Receptors Meta-Pathway
TTDNC00420	WP2884	NRF2 pathway
TTDNC00420	WP516	Hypertrophy Model
TTDNC00420	WP673	ErbB Signaling Pathway
TTDNC00422	WP2377	Integrated Pancreatic Cancer Pathway
TTDNC00424	WP2889	Oxytocin signaling
TTDNC00425	WP1843	L1CAM interactions
TTDNC00425	WP231	TNF alpha Signaling Pathway
TTDNC00425	WP2380	BDNF signaling pathway
TTDNC00425	WP2652	Mitotic Prometaphase
TTDNC00426	WP1794	Cell surface interactions at the vascular wall
TTDNC00426	WP1833	Integrin cell surface interactions
TTDNC00426	WP1843	L1CAM interactions
TTDNC00426	WP185	Integrin-mediated Cell Adhesion
TTDNC00426	WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy
TTDNC00426	WP2666	Elastic fibre formation
TTDNC00426	WP2703	Extracellular matrix organization
TTDNC00426	WP306	Focal Adhesion
TTDNC00433	WP2261	Signaling Pathways in Glioblastoma
TTDNC00433	WP26	Signal Transduction of S1P Receptor
TTDNC00433	WP2747	PI Metabolism
TTDNC00433	WP437	EGF/EGFR Signaling Pathway
TTDNC00433	WP51	Regulation of Actin Cytoskeleton
TTDNC00433	WP710	DNA Damage Response (only ATM dependent)
TTDNC00439	WP1799	Costimulation by the CD28 family
TTDNC00439	WP1836	Interferon gamma signaling
TTDNC00439	WP1927	TCR signaling
TTDNC00439	WP2679	MHC class II antigen presentation
TTDNC00441	WP1848	Metabolism of carbohydrates
TTDNC00441	WP1935	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds
TTDNC00441	WP2882	Nuclear Receptors Meta-Pathway
TTDNC00441	WP2884	NRF2 pathway
TTDNC00442	WP1788	Bile acid and bile salt metabolism
TTDNC00444	WP1831	Integration of energy metabolism
TTDNC00444	WP325	Triacylglyceride Synthesis
TTDNC00446	WP2004	miR-targeted genes in lymphocytes - TarBase
TTDNC00446	WP2005	miR-targeted genes in muscle cell - TarBase
TTDNC00447	WP1539	Angiogenesis
TTDNC00447	WP1794	Cell surface interactions at the vascular wall
TTDNC00447	WP363	Wnt Signaling Pathway Netpath
TTDNC00454	WP1824	GPCR downstream signaling
TTDNC00454	WP1825	GPCR ligand binding
TTDNC00454	WP455	GPCRs, Class A Rhodopsin-like
TTDNC00454	WP58	Monoamine GPCRs
TTDNC00454	WP706	SIDS Susceptibility Pathways
TTDNC00454	WP722	Serotonin HTR1 Group and FOS Pathway
TTDNC00460	WP2203	TSLP Signaling Pathway
TTDNC00462	WP1824	GPCR downstream signaling
TTDNC00462	WP1825	GPCR ligand binding
TTDNC00462	WP2197	Endothelin Pathways
TTDNC00462	WP334	GPCRs, Class B Secretin-like
TTDNC00463	WP1799	Costimulation by the CD28 family
TTDNC00464	WP1829	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
TTDNC00468	WP1799	Costimulation by the CD28 family
TTDNC00474	WP1798	Complement cascade
TTDNC00474	WP1824	GPCR downstream signaling
TTDNC00474	WP1825	GPCR ligand binding
TTDNC00474	WP2328	Allograft Rejection
TTDNC00474	WP2431	Spinal Cord Injury
TTDNC00474	WP2806	Human Complement System
TTDNC00474	WP545	Complement Activation, Classical Pathway
TTDNC00475	WP2203	TSLP Signaling Pathway
TTDNC00485	WP2728	Incretin Synthesis, Secretion, and Inactivation
TTDNC00486	WP558	Complement and Coagulation Cascades
TTDNC00489	WP1799	Costimulation by the CD28 family
TTDNC00489	WP2583	T-Cell Receptor and Co-stimulatory Signaling
TTDNC00490	WP3297	EV release from cardiac cells and their functional effects
TTDNC00490	WP673	ErbB Signaling Pathway
TTDNC00492	WP2369	Histone Modifications
TTDNC00498	WP2849	Hematopoietic Stem Cell Differentiation
TTDNC00498	WP2858	Ectoderm Differentiation
TTDNC00499	WP3286	Copper homeostasis
TTDNC00502	WP1772	Apoptosis Modulation and Signaling
TTDNC00502	WP1814	Extrinsic Pathway for Apoptosis
TTDNC00502	WP2059	Alzheimers Disease
TTDNC00502	WP231	TNF alpha Signaling Pathway
TTDNC00502	WP2377	Integrated Pancreatic Cancer Pathway
